Name	Consensus length	Total read count	Single reads	Reads in pairs	Average coverage	Reference sequence	Reference length	Reference common name	Reference latin name
AMX3-20649	5903	301	19	282	7.464	AMX3-20649	6023		
AMX3-20712	5763	192	14	178	4.917	AMX3-20712	5848		
AMX3-20758	8034	410	72	338	7.35	AMX3-20758	8060		
AMX3-21018	10617	473	21	452	6.566	AMX3-21018	10801		
AMX3-21653	7479	309	21	288	6.166	AMX3-21653	7492		
AMX3-21803	8470	330	22	308	5.826	AMX3-21803	8470		
AMX3-21830	4777	167	23	144	4.786	AMX3-21830	5210		
AMX3-22124	5777	163	17	146	4.002	AMX3-22124	6054		
AMX3-22292	4159	181	25	156	6.49	AMX3-22292	4158		
AMX3-22891	23471	845	47	798	5.319	AMX3-22891	23801		
AMX3-22935	5360	270	18	252	7.49	AMX3-22935	5360		
AMX3-22985	8065	687	441	246	11.205	AMX3-22985	8601		
AMX3-23022	8970	250	26	224	3.79	AMX3-23022	9864		
AMX3-23086	13554	868	54	814	9.548	AMX3-23086	13587		
AMX3-23202	4626	263	35	228	8.454	AMX3-23202	4632		
AMX3-23315	4092	208	20	188	7.595	AMX3-23315	4092		
AMX3-23838	7446	201	7	194	4.002	AMX3-23838	7526		
AMX3-24318	7109	238	28	210	4.929	AMX3-24318	7186		
AMX3-24767	7876	411	99	312	7.558	AMX3-24767	7986		
AMX3-24902	5258	212	6	206	6.018	AMX3-24902	5275		
AMX3-26157	9633	331	59	272	4.823	AMX3-26157	10041		
AMX3-27298	5969	258	24	234	6.469	AMX3-27298	5969		
AMX3-27305	4311	240	16	224	8.286	AMX3-27305	4313		
AMX3-27309	7741	281	27	254	5.249	AMX3-27309	7989		
AMX3-28458	8769	320	22	298	5.312	AMX3-28458	9024		
AMX3-28561	8399	270	32	238	4.656	AMX3-28561	8567		
AMX3-29679	8354	336	38	298	5.933	AMX3-29679	8405		
AMX3-30271	5873	270	66	204	6.536	AMX3-30271	6014		
AMX3-30840	4092	152	14	138	5.324	AMX3-30840	4242		
AMX3-32041	4993	291	109	182	8.635	AMX3-32041	5011		
AMX3-32386	4353	185	23	162	6.342	AMX3-32386	4353		
AMX3-32911	3951	149	21	128	5.52	AMX3-32911	4031		
AMX3-33657	4731	123	7	116	3.681	AMX3-33657	4987		
AMX3-34348	4677	190	10	180	5.961	AMX3-34348	4761		
AMX3-35874	7447	311	31	280	6.046	AMX3-35874	7624		
AMX3-36146	6879	196	16	180	3.998	AMX3-36146	7298		
AMX3-37390	4136	206	38	168	7.29	AMX3-37390	4206		
AMX3-38363	5443	218	22	196	5.981	AMX3-38363	5443		
AMX3-39411	8524	265	13	252	4.647	AMX3-39411	8539		
AMX3-40793	4503	226	20	206	7.482	AMX3-40793	4512		
AMX3-43700	4424	179	17	162	6.04	AMX3-43700	4440		
AMX3-48772	1200	100	44	56	12.351	AMX3-48772	1200		
55	429660	1711404	90110	1621294	597.105	55	429660		
85	303600	1045892	53318	992574	516.524	85	303600		
142	87457	333248	20942	312306	570.171	142	87547		
149	114881	412120	21890	390230	537.834	149	114881		
166	54909	222504	14282	208222	606.479	166	54960		
170	284053	1070692	55482	1015210	565.154	170	284053		
185	392061	1338303	70965	1267338	511.575	185	392061		
191	54693	184088	10030	174058	504.522	191	54693		
205	80110	282368	15148	267220	528.17	205	80112		
297	138814	495394	25774	469620	535.007	297	138814		
300	62412	233827	16377	217450	560.22	300	62466		
307	176027	592989	32009	560980	504.69	307	176027		
312	18523	63070	3952	59118	510.248	312	18523		
315	58212	221970	11924	210046	571.607	315	58212		
427	174205	603388	31616	571772	519.103	427	174256		
443	64449	230453	12357	218096	535.959	443	64449		
508	27591	96960	5440	91520	526.61	508	27591		
564	50621	166227	10587	155640	491.293	564	50621		
683	103366	365794	19232	346562	530.487	683	103366		
816	41885	145702	7956	137746	521.38	816	41885		
1143	26050	91783	5201	86582	528.222	1143	26050		
1226	33378	116576	6464	110112	523.455	1226	33378		
1314	34086	126047	6841	119206	554.335	1314	34086		
1315	12776	43702	2722	40980	512.132	1315	12776		
2359	12607	42204	2812	39392	501.191	2359	12607		
63	353954	283134	13766	269368	119.928	63	353967		
104	205028	169936	9314	160622	124.165	104	205038		
129	22446	19283	1883	17400	127.354	129	22595		
154	35421	30537	3367	27170	128.385	154	35420		
277	93103	75373	5147	70226	121.13	277	93102		
282	72773	60103	3207	56896	123.758	282	72773		
357	166189	136550	6956	129594	123.139	357	166189		
492	54709	45024	2682	42342	122.826	492	54917		
500	36768	32013	2259	29754	130.237	500	36768		
503	293480	247178	12896	234282	126.138	503	293616		
504	30907	27261	2255	25006	132.158	504	30907		
546	7455	6107	467	5640	122.51	546	7455		
604	88734	73272	3824	69448	123.787	604	88734		
655	18947	14761	1115	13646	116.249	655	18947		
842	33776	29281	2137	27144	129.622	842	33828		
1012	64608	50695	2701	47994	117.46	1012	64646		
1060	8181	6591	425	6166	120.681	1060	8181		
1072	111693	96272	4916	91356	129.208	1072	111693		
1109	40300	32919	1777	31142	122.409	1109	40301		
1159	65496	57947	3033	54914	132.612	1159	65496		
1358	116463	93721	4517	89204	120.644	1358	116463		
1389	25327	21795	2125	19670	128.589	1389	25339		
1397	22446	18379	985	17394	122.69	1397	22446		
1459	19015	15293	829	14464	120.52	1459	19015		
1462	47703	35737	1783	33954	112.245	1462	47705		
1747	88891	75306	3748	71558	127.004	1747	88891		
1846	19873	16611	1083	15528	124.963	1846	19890		
1924	28227	22971	1439	21532	121.839	1924	28227		
1983	35737	31362	2068	29294	131.463	1983	35737		
2099	42877	36830	2688	34142	128.531	2099	42879		
2201	12293	9912	614	9298	120.737	2201	12293		
2468	38331	32221	2311	29910	125.499	2468	38340		
2612	28079	23481	1415	22066	125.137	2612	28079		
3008	46477	38431	2829	35602	123.569	3008	46477		
3883	6847	5539	423	5116	120.881	3883	6847		
3888	7082	7200	1676	5524	149.674	3888	7082		
4372	19755	17773	2053	15720	132.553	4372	19755		
4748	7398	9322	1286	8036	185.999	4748	7398		
4862	14774	12477	773	11704	126.532	4862	14774		
5293	11241	8980	538	8442	119.58	5293	11241		
5513	12991	12570	1796	10774	143.755	5513	12991		
5732	17042	14669	1301	13368	128.153	5732	17057		
7006	7124	4902	416	4486	102.438	7006	7152		
7011	16481	13158	846	12312	119.025	7011	16541		
7199	9812	8285	659	7626	126.178	7199	9812		
8092	10472	8744	1122	7622	124.323	8092	10471		
9390	12768	10492	630	9862	123.067	9390	12768		
11160	4845	3804	440	3364	115.706	11160	4900		
687	181785	52789	2555	50234	43.529	687	181790		
773	90452	19798	1156	18642	32.811	773	90452		
1263	103298	33047	1895	31152	47.911	1263	103298		
1491	148467	42069	1933	40136	42.482	1491	148467		
1502	372906	101170	5396	95774	40.651	1502	372906		
1540	61539	23835	1121	22714	58.049	1540	61555		
1834	305942	73645	3309	70336	36.092	1834	305942		
1886	43782	12096	618	11478	41.408	1886	43782		
1888	19048	6472	324	6148	50.918	1888	19048		
1999	76159	30882	1718	29164	60.787	1999	76159		
2008	179000	53283	3259	50024	44.555	2008	179108		
2286	96981	30631	1405	29226	47.348	2286	96981		
2306	54695	13500	722	12778	37.001	2306	54695		
2328	90505	29687	1673	28014	49.141	2328	90515		
2412	202312	62497	2953	59544	46.307	2412	202313		
2467	39418	12715	675	12040	48.327	2467	39418		
2535	37182	11694	684	11010	47.108	2535	37182		
2536	182240	60216	3162	57054	49.505	2536	182240		
2597	17963	4414	232	4182	36.821	2597	17963		
2951	97203	34339	1641	32698	52.965	2951	97203		
3227	97964	30515	1651	28864	46.676	3227	97965		
3276	12476	4407	273	4134	52.899	3276	12476		
3662	157981	50298	2496	47802	47.707	3662	157980		
4263	101868	28812	1340	27472	42.393	4263	101868		
4514	45994	11823	699	11124	38.477	4514	45994		
4895	104353	29998	1374	28624	43.1	4895	104353		
5216	102586	31007	1517	29490	45.302	5216	102586		
5407	17268	5373	635	4738	46.222	5407	17280		
5702	37270	9978	566	9412	40.113	5702	37284		
6017	121771	30687	2475	28212	37.641	6017	121767		
6374	14967	4277	225	4052	42.825	6374	14967		
6674	39675	14246	812	13434	53.799	6674	39675		
6793	66427	24611	1613	22998	55.335	6793	66570		
6929	34504	9036	988	8048	38.966	6929	34505		
7345	56698	13639	707	12932	36.057	7345	56698		
7534	55577	18607	927	17680	50.155	7534	55577		
8101	19092	5952	426	5526	46.64	8101	19092		
8466	59110	17737	949	16788	44.924	8466	59175		
9188	19200	6719	673	6046	51.935	9188	19266		
9247	4888	2037	159	1878	62.298	9247	4888		
9698	10094	3810	302	3508	56.535	9698	10094		
12251	17975	5348	338	5010	44.591	12251	17975		
14094	11271	3676	526	3150	48.565	14094	11270		
20596	4550	1754	116	1638	57.665	20596	4550		
542	10796	1167	61	1106	16.172	542	10796		
791	55085	5338	284	5054	14.43	791	55354		
980	13909	4002	1888	2114	40.561	980	14052		
1164	18819	2157	127	2030	16.969	1164	19027		
1461	122049	14282	806	13476	17.513	1461	122067		
1533	71744	8041	435	7606	16.774	1533	71793		
1684	14576	1621	183	1438	16.59	1684	14576		
1879	39683	4100	218	3882	15.46	1879	39729		
1938	41306	4737	237	4500	17.183	1938	41306		
1963	46642	4391	209	4182	14.064	1963	46747		
1990	40154	4814	280	4534	17.954	1990	40153		
2034	209801	23584	1192	22392	16.837	2034	209816		
2399	23684	4570	258	4312	28.911	2399	23684		
2480	55476	7000	444	6556	18.872	2480	55476		
2489	35595	3303	175	3128	13.871	2489	35623		
2544	26768	3554	258	3296	19.781	2544	26874		
2600	4040	439	47	392	15.693	2600	4167		
2632	45459	4269	205	4064	14.073	2632	45460		
2652	39968	4226	284	3942	15.819	2652	39968		
2715	64869	8386	474	7912	19.301	2715	65009		
3459	20951	2633	227	2406	18.716	3459	21016		
3467	14365	2241	133	2108	23.367	3467	14365		
3624	40652	5203	243	4960	19.183	3624	40652		
3673	46551	5590	730	4860	17.817	3673	46551		
3691	16701	1710	124	1586	15.199	3691	16855		
3913	13823	1439	71	1368	15.582	3913	13823		
4055	30731	3349	175	3174	16.291	4055	30810		
4056	27902	2848	166	2682	15.275	4056	27918		
4293	9069	1045	119	926	17.187	4293	9069		
4499	64997	7294	392	6902	16.791	4499	65051		
4664	7592	966	86	880	18.978	4664	7592		
5035	49985	4912	232	4680	14.721	5035	49985		
5425	42685	4505	253	4252	15.765	5425	42815		
5544	29006	3489	255	3234	17.973	5544	29029		
5545	10185	1307	145	1162	18.922	5545	10283		
5727	27655	3414	288	3126	18.385	5727	27693		
5748	36697	3984	198	3786	16.27	5748	36697		
6041	21934	2289	167	2122	15.617	6041	21934		
6128	11858	1481	145	1336	18.629	6128	11858		
6173	25880	2681	169	2512	15.374	6173	26084		
6228	23925	2407	131	2276	15.036	6228	23936		
6407	25043	2400	114	2286	14.356	6407	25043		
6454	80481	8705	553	8152	16.158	6454	80643		
6700	8943	877	79	798	14.625	6700	8951		
6948	55124	5988	358	5630	16.163	6948	55419		
7020	59839	6429	325	6104	16.056	7020	59993		
7051	58987	6275	287	5988	15.939	7051	58988		
7148	16680	1878	98	1780	16.857	7148	16680		
7268	16540	1818	88	1730	16.459	7268	16540		
7285	11173	1288	82	1206	17.136	7285	11244		
7632	17836	2024	116	1908	17.002	7632	17836		
7689	17631	1689	105	1584	14.353	7689	17631		
7824	66850	6322	294	6028	14.17	7824	66864		
7912	37509	4236	248	3988	16.915	7912	37509		
8082	27403	2823	149	2674	15.401	8082	27453		
8150	10058	1005	59	946	14.965	8150	10058		
8229	21012	2127	123	2004	15.057	8229	21155		
8406	23813	3041	215	2826	19.112	8406	23813		
9592	38667	4315	195	4120	16.727	9592	38667		
9827	5540	603	39	564	16.293	9827	5540		
9981	31160	3003	189	2814	14.412	9981	31195		
10065	5882	577	39	538	14.673	10065	5882		
10196	81351	8080	396	7684	14.861	10196	81408		
10583	4799	387	35	352	12.039	10583	4799		
10610	16764	2026	206	1820	17.974	10610	16764		
11256	15197	1839	403	1436	17.699	11256	15197		
11354	20914	1877	107	1770	13.415	11354	20946		
11468	16023	1486	78	1408	13.881	11468	16023		
11586	21408	2323	185	2138	16.204	11586	21408		
11684	32224	3471	149	3322	16.139	11684	32224		
11769	5145	551	41	510	16.032	11769	5145		
12096	39419	4556	246	4310	17.304	12096	39419		
12326	12528	1091	87	1004	12.986	12326	12528		
12350	21593	2761	173	2588	19.137	12350	21593		
12718	4476	451	39	412	15.095	12718	4476		
13315	3987	536	76	460	19.382	13315	4083		
13394	5233	469	47	422	13.309	13394	5249		
13712	11557	1170	92	1078	15.112	13712	11557		
16173	23465	2693	169	2524	17.147	16173	23465		
16247	5056	617	53	564	17.92	16247	5145		
16706	8280	864	86	778	15.499	16706	8330		
16828	8279	834	66	768	15.027	16828	8278		
16899	21622	3171	257	2914	21.89	16899	21622		
16917	9067	1024	88	936	16.784	16917	9130		
19888	8567	908	64	844	15.721	19888	8627		
20133	4737	635	39	596	19.973	20133	4737		
20356	5912	754	80	674	18.872	20356	5954		
30015	7315	974	62	912	19.815	30015	7328		
30256	4544	430	36	394	14.168	30256	4544		
35467	4923	454	28	426	13.787	35467	4923		
35920	5106	488	44	444	13.869	35920	5251		
281	78123	5564	302	5262	10.664	281	78157		
490	196478	14883	723	14160	11.341	490	196658		
1075	108394	7801	581	7220	10.719	1075	108500		
1587	188095	13985	925	13060	11.112	1587	188194		
1739	104829	7734	362	7372	11.05	1739	104829		
2279	248474	20404	1220	19184	12.29	2279	248632		
2507	35131	2578	162	2416	10.989	2507	35131		
2574	65357	5926	494	5432	13.506	2574	65357		
2954	71387	4997	217	4780	10.487	2954	71410		
3178	280270	21580	1188	20392	11.529	3178	280271		
3608	34844	2952	386	2566	12.576	3608	34886		
3635	314414	23788	1150	22638	11.336	3635	314506		
3873	19856	1344	76	1268	10.139	3873	19856		
3908	52590	3220	212	3008	9.168	3908	52590		
3981	93990	8546	456	8090	13.623	3981	93990		
4562	20501	1533	131	1402	11.074	4562	20628		
4662	151145	11116	514	10602	11.009	4662	151256		
5212	77994	5993	317	5676	11.499	5212	78094		
5646	52476	3798	188	3610	10.829	5646	52549		
5838	14468	1273	319	954	12.812	5838	14468		
6588	34285	2498	130	2368	10.899	6588	34289		
6892	43248	3170	160	3010	10.987	6892	43248		
7008	30043	2292	106	2186	11.432	7008	30048		
7252	18678	1896	200	1696	15.118	7252	18678		
8032	43407	3393	431	2962	11.648	8032	43437		
8097	69842	4496	292	4204	9.636	8097	69846		
8840	132951	9006	442	8564	10.14	8840	133079		
10223	35580	2560	174	2386	10.777	10223	35580		
10487	22861	1960	160	1800	12.841	10487	22861		
12867	12548	1002	56	946	11.958	12867	12548		
13276	34271	2617	173	2444	11.371	13276	34409		
14970	5984	492	20	472	12.317	14970	5984		
19887	6608	559	49	510	12.651	19887	6608		
21926	24078	1595	69	1526	9.924	21926	24078		
387	32071	693	47	646	2.943	387	35298		
651	26594	644	48	596	3.251	651	29647		
1600	53227	1179	81	1098	2.928	1600	60342		
2160	11911	293	31	262	3.434	2160	12682		
2380	9665	249	13	236	3.72	2380	10040		
2508	30427	702	88	614	3.132	2508	33411		
2572	68017	1485	103	1382	2.945	2572	75473		
2685	49041	1097	73	1024	3.116	2685	52751		
3097	119783	2818	172	2646	3.24	3097	130220		
3264	35224	1247	507	740	4.68	3264	38866		
3323	41379	1005	59	946	3.423	3323	43914		
3866	56047	1332	86	1246	3.332	3866	59860		
3978	10737	213	37	176	2.461	3978	12943		
4102	20736	480	22	458	3.14	4102	22913		
4320	3454	94	8	86	3.385	4320	4151		
4387	13016	312	18	294	3.322	4387	14017		
4585	14183	269	25	244	2.524	4585	15883		
4783	17369	344	16	328	2.523	4783	20413		
5187	7808	146	12	134	2.452	5187	8909		
5883	24427	558	34	524	3.084	5883	26959		
6080	11544	229	19	210	2.755	6080	12453		
6421	15583	356	8	348	3.008	6421	17744		
6817	108736	2547	153	2394	3.238	6817	117730		
6923	12241	244	22	222	2.791	6923	13081		
6926	59277	1334	116	1218	3.096	6926	64424		
6986	34298	845	43	802	3.366	6986	37620		
7003	35836	847	37	810	3.282	7003	38658		
7565	52260	1245	81	1164	3.313	7565	56337		
7611	25759	511	39	472	2.632	7611	29020		
7749	24169	491	29	462	2.761	7749	26618		
7772	37055	845	51	794	3.176	7772	39883		
7799	12091	221	9	212	2.434	7799	13604		
8309	28570	939	201	738	4.706	8309	29438		
9087	4808	139	13	126	3.948	9087	5271		
9138	9757	189	13	176	2.552	9138	11094		
9223	27931	800	46	754	3.874	9223	30915		
9252	24368	538	24	514	3.056	9252	26374		
9521	9349	161	17	144	2.053	9521	11681		
10035	7488	144	8	136	2.328	10035	9249		
10069	15126	267	13	254	2.224	10069	18000		
10308	24994	615	33	582	3.532	10308	26036		
10367	23193	452	26	426	2.503	10367	27063		
10542	44948	1033	63	970	3.113	10542	49702		
10795	3828	123	11	112	4.311	10795	4252		
11000	39329	857	37	820	2.898	11000	44329		
11004	5005	129	3	126	3.792	11004	5075		
11202	37052	797	45	752	2.857	11202	41781		
11262	25927	655	51	604	3.527	11262	27834		
11456	38279	942	96	846	3.48	11456	40294		
11946	15144	384	32	352	3.541	11946	16198		
11981	15241	386	20	366	3.356	11981	17231		
12001	33179	715	43	672	2.983	12001	35847		
12286	27328	538	34	504	2.604	12286	30924		
12491	33941	777	55	722	3.136	12491	37143		
12645	33920	698	32	666	2.749	12645	38071		
12657	21793	449	37	412	2.812	12657	23903		
12668	5962	144	10	134	3.28	12668	6559		
12671	11183	207	27	180	2.552	12671	12122		
12828	13987	293	15	278	2.786	12828	15767		
12833	4621	114	6	108	3.125	12833	5470		
12843	19866	432	28	404	2.925	12843	22136		
13084	19092	446	40	406	3.239	13084	20557		
13190	20641	439	17	422	3.026	13190	21733		
13546	6161	131	13	118	2.934	13546	6636		
13715	9122	231	11	220	3.583	13715	9656		
13730	50227	1170	52	1118	3.185	13730	55044		
14018	17937	335	17	318	2.508	14018	20011		
14387	8845	198	12	186	2.908	14387	10211		
14478	29053	664	48	616	3.121	14478	31869		
14484	14623	311	17	294	3.004	14484	15513		
14805	14467	318	26	292	3.037	14805	15618		
14977	16521	360	34	326	2.998	14977	17983		
14986	8170	145	5	140	2.476	14986	8747		
15274	8660	234	14	220	3.814	15274	9193		
15323	26041	680	64	616	3.674	15323	27667		
15333	15955	308	18	290	2.631	15333	17554		
15346	19501	452	14	438	3.295	15346	20572		
15585	28394	563	29	534	2.456	15585	34318		
15773	20919	485	37	448	3.081	15773	23382		
15903	8423	169	7	162	2.627	15903	9629		
15911	12187	307	17	290	3.424	15911	13420		
16068	34701	844	64	780	3.458	16068	36526		
16104	6433	124	8	116	2.659	16104	6992		
16147	16777	348	22	326	2.738	16147	19063		
16332	19250	446	16	430	3.019	16332	22129		
16394	24998	599	17	582	3.351	16394	26794		
16426	22412	522	38	484	3.232	16426	24120		
16506	34375	798	44	754	3.092	16506	38636		
16530	15880	334	14	320	2.874	16530	17386		
16553	20137	437	29	408	2.805	16553	23290		
16650	5196	253	151	102	5.889	16650	5858		
16678	9749	177	7	170	2.357	16678	11239		
16866	15424	313	17	296	2.731	16866	17163		
16935	16954	400	28	372	3.253	16935	18405		
17002	22214	469	15	454	2.894	17002	24287		
17206	33249	770	42	728	3.241	17206	35541		
17458	14124	269	17	252	2.651	17458	15206		
17466	16762	386	28	358	3.16	17466	18271		
17527	4539	100	8	92	3.092	17527	4851		
17545	22384	503	47	456	3.057	17545	24487		
17772	12882	306	18	288	3.4	17772	13491		
17799	43924	902	52	850	2.743	17799	49235		
17898	12304	274	28	246	2.974	17898	13745		
18007	11907	317	27	290	3.636	18007	12992		
18180	9701	183	5	178	2.482	18180	11034		
18220	18004	436	10	426	3.298	18220	19776		
18263	8078	186	8	178	3.113	18263	8940		
18310	36677	743	71	672	2.701	18310	41087		
18404	19707	436	46	390	3.045	18404	21380		
18489	28589	641	61	580	3.116	18489	30663		
18648	19433	398	14	384	2.682	18648	22223		
19004	15234	327	15	312	2.94	19004	16607		
19013	16089	373	25	348	3.258	19013	17137		
19163	9008	233	45	188	3.405	19163	9925		
19212	22738	505	49	456	3.008	19212	25027		
19674	33059	737	69	668	3.032	19674	36305		
19697	4018	90	10	80	2.83	19697	4740		
19943	14052	285	13	272	2.719	19943	15720		
20003	24625	518	34	484	2.883	20003	26923		
20040	8378	192	12	180	3.208	20040	8963		
20138	8921	227	19	208	3.605	20138	9422		
20224	7911	187	9	178	3.444	20224	8128		
20714	7067	152	12	140	2.96	20714	7681		
20997	9038	218	14	204	3.378	20997	9673		
21249	12053	245	5	240	2.717	21249	13506		
21260	8624	202	10	192	3.35	21260	9044		
21688	7516	183	21	162	3.411	21688	8025		
21734	29345	655	33	622	2.939	21734	33314		
22082	13605	295	17	278	3.007	22082	14661		
22156	7282	141	9	132	2.625	22156	7988		
22218	13423	267	19	248	2.516	22218	15877		
22313	14602	399	17	382	3.854	22313	15516		
22347	22153	484	28	456	3.02	22347	24005		
22372	12956	263	7	256	2.639	22372	14934		
22435	14291	283	13	270	2.62	22435	16193		
22574	24440	511	31	480	2.903	22574	26385		
22795	13925	290	34	256	2.812	22795	15221		
23013	17790	395	27	368	3.037	23013	19475		
23523	40993	851	53	798	2.793	23523	45609		
23945	7353	180	28	152	3.343	23945	7997		
25046	3813	79	7	72	2.793	25046	4242		
26060	14267	361	25	336	3.577	26060	15102		
26492	14129	305	15	290	3.042	26492	15012		
27218	12848	273	35	238	2.927	27218	13884		
27259	5345	115	7	108	2.693	27259	6401		
